Author ID,Paper ID,Author,Affiliation,Affiliation Type
37276909600,1372225,chi-tang chang,"Department of Computer Science, National Taiwan Ocean University, Keelung, Taiwan",Academic Institution
37282291100,1372207,herbert edelsbrunner,"Department of Computer Science and Mathematics, Duke University, Durham, NC, USA",Academic Institution
37282591400,1372207,john harer,"Department of Mathematics, Duke University, Durham, NC, USA",Academic Institution
37278509300,1372207,vijay natarajan,"Department of Computer Science, Duke University, Durham, NC, USA",Academic Institution
37284312600,1372207,valerio pascucci,"Lawrence Livemore National Laboratory, Livermore, CA, USA",Private Corporation
37282625300,1372202,alexandre gillet,"Scripps Research Institute, USA",Academic Institution
37282613800,1372202,michel sanner,"Scripps Research Institute, USA",Academic Institution
37282612900,1372202,daniel stoffler,"Scripps Research Institute, USA",Academic Institution
37282613100,1372202,david s. goodsell,"Scripps Research Institute, USA",Academic Institution
37283384700,1372202,arthur olson,"Scripps Research Institute, USA",Academic Institution
37284004900,1372263,zeki melek,"Computer Science Department, Texas A and M University, USA",Academic Institution
37282588300,1372263,john keyser,"Computer Science Department, Texas A and M University, USA",Academic Institution
37274039300,1372173,lan a. li,"Center for Visual Computing, Computer Science Department, Stony Brook University, USA",Academic Institution
37273119700,1372173,klaus mueller,"Center for Visual Computing, Computer Science Department, Stony Brook University, USA",Academic Institution
37268272100,1372173,darryl t. ernst,"Medical Department, Brockhaven National Laboratory, USA",Private Corporation
37282579200,1372222,alexandra la cruz,"University of Technology, Vienna, Austria",Academic Institution
37282584800,1372222,matus straka,"Austrian Academy of Sciences, Austria",Private Corporation
37282581900,1372222,arnold kochl,"Vienna University of Medicine, Austria",Academic Institution
37282555700,1372222,milos sramek,"Austrian Academy of Sciences, Austria",Private Corporation
37284271200,1372222,eduard m. groller,"University of Technology, Vienna, Austria",Academic Institution
37282581000,1372222,dominik fleischmann,"Stanford University Medical Center, USA",Academic Institution
37281026700,1372266,yuan chen,"Johns Hopkins University, USA",Academic Institution
37275763600,1372266,jonathan d. cohen,"Johns Hopkins University, USA",Academic Institution
37277183300,1372266,subodh kumar,"Johns Hopkins University, USA",Academic Institution
37268045000,1372211,d. weiskopf,"Institute of Visualization and Interactive Systems, University of Stuttgart, Germany",Academic Institution
37279448300,1372206,m. jin,"Computer Science Department, SUNY at Stony Brook, USA",Private Corporation
37281424800,1372206,yalin wang,"Math Department, UCLA, USA",Private Corporation
37272109300,1372206,s.-t. yau,"Math Department, Harvard University, USA",Academic Institution
37068514100,1372206,x. gu,"Computer Science Department, SUNY at Stony Brook, USA",Private Corporation
37282569700,1372243,t.m. rhyne,"North Carolina State University, USA",Academic Institution
37270681400,1372243,bill hibbard,"University of Wisconsin, Madison, USA",Academic Institution
37276931400,1372243,chris r. johnson,"University of Utah, USA",Academic Institution
37280749300,1372243,chaomei chen,"Drexel University, USA",Academic Institution
37062257300,1372243,steve eick,"SSS-Research, Inc., University of Illinois, Chicago, USA",Academic Institution
37282571800,1372244,kelly gaither,University of Texas at Austin,Academic Institution
37282598900,1372244,david s. ebert,"Purdue University, USA",Academic Institution
37275712600,1372244,david h laidlaw,"Brown University, USA",Academic Institution
37269399700,1372245,gregory p. johnson,"University of Texas, Austin, USA",Academic Institution
37282598900,1372245,david s. ebert,"Purdue University, USA",Academic Institution
37266777200,1372245,charles hansen,"University of Utah, USA",Academic Institution
37267504500,1372245,david kirk,"NVIDIA Corporation, USA",Private Corporation
37280282700,1372245,bill mark,"University of Texas, Austin, USA",Academic Institution
37275698100,1372245,hanspeter pfister,"Mitsubishi Electric Research Laboratories, Inc., USA",Private Corporation
37280473500,1372246,michael j. bailey,"Oregon State University, USA",Academic Institution
37275712600,1372246,david h laidlaw,"Brown University, USA",Academic Institution
37282559500,1372246,robert j. moorhead,"Mississippi State University, USA",Academic Institution
38181775000,1372246,ross t. whitaker,"University of Utah, USA",Academic Institution
37282721800,1372188,ingrid hotz,"IDAV, University of California, Davis, USA",Academic Institution
37277530100,1372188,louis feng,"IDAV, University of California, Davis, USA",Academic Institution
37282578800,1372188,hans hagen,"Technical University of Kaiserslautern, Germany",Academic Institution
37282068700,1372188,bernd hamann,"IDAV, University of California, Davis, USA",Academic Institution
37267811400,1372188,kenneth i. joy,"IDAV, University of California, Davis, USA",Academic Institution
37282726600,1372188,b. jeremic,"Department of Civil Engineering, University of California, Davis, USA",Academic Institution
37273640900,1372226,yuan zhou,"Department of Computer Science, University of Illinois, Urbana-Champaign, USA",Academic Institution
37272036400,1372226,michael garland,"Department of Computer Science, University of Illinois, Urbana-Champaign, USA",Academic Institution
37271377200,1372226,robert b haber,"Department of Theoretical and Applied Mechanics, University of Illinois, Urbana-Champaign, USA",Academic Institution
37284293000,1372176,martin kraus,"Purdue University, USA",Academic Institution
37282552800,1372176,wei qiao,"Purdue University, USA",Academic Institution
37282598900,1372176,david s. ebert,"Purdue University, USA",Academic Institution
37282588900,1372232,susan havre,"Pacific Northwest National Laboratory, USA",Private Corporation
37271719400,1372232,mudita singhal,"Pacific Northwest National Laboratory, USA",Private Corporation
37276713300,1372232,deborah a. payne,"Pacific Northwest National Laboratory, USA",Private Corporation
38286312800,1372232,bobbie-jo m. webb-robertson,"Pacific Northwest National Laboratory, USA",Private Corporation
37283754100,1372198,gregory m. nielson,"Arizona State University, USA",Academic Institution
37282542600,1372241,r. strzodka,"Caesar Research Center, Bonn, Germany",Private Corporation
37066068100,1372189,sung-eui yoon,"University of North Carolina, Chapel Hill, USA",Academic Institution
37271825900,1372189,brian salomon,"University of North Carolina, Chapel Hill, USA",Academic Institution
37282704500,1372189,russell gayle,"University of North Carolina, Chapel Hill, USA",Academic Institution
37267825600,1372189,dinesh manocha,"University of North Carolina, Chapel Hill, USA",Academic Institution
37271119000,1372283,jurgen schulze,"Computer Science Department, Brown University, Providence, RI, USA",Academic Institution
37282594800,1372283,anne rice,"Computer Science Department, Brown University, Providence, RI, USA",Academic Institution
37282588200,1372282,matei mancas,"Faculte Polytechnique de Mons, TCTS LAB Batiment Multitel - Initialis, Mons, Belgium",Private Corporation
37288625500,1372282,bernard gosselin,"Faculte Polytechnique de Mons, TCTS LAB Batiment Multitel - Initialis, Mons, Belgium",Private Corporation
37276857300,1372282,benoã®t macq,"TELE LAB, Université Catholique de Louvain, Louvain-La-Neuve, Belgium",Academic Institution
37284272300,1372185,d. xue,"Department of Computer Science and Engineering, The Ohio State University, USA",Academic Institution
37274216600,1372185,caixia zhang,"Department of Computer Science and Engineering, The Ohio State University",Academic Institution
37282899400,1372224,michael brasher,"AeroSpace Computational Design Laboratory, Massachusetts Institute of Technology, USA",Academic Institution
37282898700,1372224,robert haimes,"AeroSpace Computational Design Laboratory, Massachusetts Institute of Technology, USA",Academic Institution
37280939900,1372204,y. kim,"Ohio State Uinversity, USA",Private Corporation
37269516700,1372204,machiraju,"Ohio State Uinversity, USA",Private Corporation
37265831900,1372204,david thompson,"Mississippi State University, USA",Academic Institution
37282624500,1372235,hamish carr,"Department of Computer Science, University of British Columbia, Canada",Academic Institution
37282623700,1372235,jack snoeyink,"Department of Computer Science, University of North Carolina, Chapel Hill, USA",Academic Institution
37283212000,1372235,michiel van de panne,"Department of Computer Science, University of British Columbia, Canada",Academic Institution
37282708700,1372194,patrick s. mccormick,"Advanced Computing Laboratory, Los Alamos National Laboratory, USA",Private Corporation
37282707800,1372194,jeff inman,"Advanced Computing Laboratory, Los Alamos National Laboratory, USA",Private Corporation
37282713700,1372194,james ahrens,"Advanced Computing Laboratory, Los Alamos National Laboratory, USA",Private Corporation
37266777200,1372194,charles hansen,"Scientific Computing and Imaging Institute, University of Utah, USA",Academic Institution
37269487100,1372194,greg roth,"Scientific Computing and Imaging Institute, University of Utah, USA",Academic Institution
37270727300,1372237,andré neubauer,"Research Center, VRVis Research Center, Vienna, Austria",Private Corporation
37282641800,1372237,lukas mroz,"Department of Neurosurgery, Medical University, Vienna, Austria",Academic Institution
37282642600,1372237,stefan wolfsberger,"Department of Neurosurgery, Medical University, Vienna, Austria",Academic Institution
37282643000,1372237,m.-t. forster,"Research Center, VRVis Research Center, Vienna, Austria",Private Corporation
37267821300,1372237,k. buhler,"Research Center, VRVis Research Center, Vienna, Austria",Private Corporation
37266875400,1372213,holger theisel,"MPI Informatik Saarbrücken, Germany",Private Corporation
37282635100,1372213,tino weinkauf,"Zuse Institute Berlin, Germany",Academic Institution
37282272000,1372213,h.-c. hege zib,"Zuse Institute Berlin, Germany",Academic Institution
37271851300,1372213,h.p. seidel,"MPI Informatik Saarbrücken, Germany",Private Corporation
37550759700,1532122,m. wattenberg,"IBM Research, Israel",Private Corporation
37560924800,1532123,georg zotti,"Institute of Computer Graphics and Algorithms, University of Technology, Vienna, Austria",Academic Institution
37282552200,1532123,eduard gröller,"Institute of Computer Graphics and Algorithms, University of Technology, Vienna, Austria",Academic Institution
38526446600,1532124,michael j. mcguffin,"Department of Computer Science, University of Toronto, Canada",Academic Institution
37394495600,1532124,ravin balakrishnan,"Department of Computer Science, University of Toronto, Canada",Academic Institution
37550791300,1532126,jeffrey heer,"Computer Science Division, University of California, Berkeley, USA",Academic Institution
37390972800,1532126,danah boyd,"School of Information Management and Systems, University of California, Berkeley, USA",Academic Institution
37550821300,1532125,gerard lommerse,"Technische Universiteit Eindhoven, Netherlands",Academic Institution
37550820700,1532125,freek nossin,"Technische Universiteit Eindhoven, Netherlands",Academic Institution
37267197100,1532125,lucian voinea,"Technische Universiteit Eindhoven, Netherlands",Academic Institution
37268047100,1532125,alexandru telea,"Technische Universiteit Eindhoven, Netherlands",Academic Institution
37282568100,1532128,michael balzer,"Department of Computer and Information Science, University of Konstanz, Germany",Academic Institution
37266781000,1532128,oliver deussen,"Department of Computer and Information Science, University of Konstanz, Germany",Academic Institution
37561415800,1532127,james slack,"University of British Columbia, Canada",Academic Institution
37565728600,1532127,kristian hildebrand,"University of British Columbia, Canada",Academic Institution
37349490300,1532127,tamara munzner,"Bauhaus University Weimar, Germany",Academic Institution
37326161000,1532130,tim dwyer,"School of Computer Science and Software Engineering, Monash University, Malaysia",Academic Institution
37414256700,1532130,yehuda koren,"AT and T Research Laboratories, USA",Private Corporation
37560414100,1532129,shengdong zhao,"University of Toronto, Canada",Academic Institution
38526446600,1532129,michael j. mcguffin,"University of Toronto, Canada",Academic Institution
37388674500,1532129,mark chignell,"University of Toronto, Canada",Academic Institution
37555057000,1532132,kang shi,"Department of Computer Science, University of Manitoba, Canada",Academic Institution
37283481700,1532132,pourang irani,"Department of Computer Science, University of Manitoba, Canada",Academic Institution
37559018700,1532132,b. li,"Department of Computer Science, University of Manitoba, Canada",Academic Institution
37266114100,1532133,elizabeth hetzler,"Pacific Northwest National Laboratory, USA",Private Corporation
37352143800,1532133,vernon  crow,"Pacific Northwest National Laboratory, USA",Private Corporation
37276713300,1532133,deborah a. payne,"Pacific Northwest National Laboratory, USA",Private Corporation
37266113100,1532133,alan turner,"Pacific Northwest National Laboratory, USA",Private Corporation
38193849400,1532131,pak chung wong,"Pacific Northwest National Laboratory, USA",Private Corporation
37550755900,1532131,patrick mackey,"Pacific Northwest National Laboratory, USA",Private Corporation
37550754400,1532131,ken perrine,"Pacific Northwest National Laboratory, USA",Private Corporation
37550755100,1532131,james eagan,"Georgia Institute of Technology, USA",Academic Institution
37372586800,1532131,harlan foote,"Pacific Northwest National Laboratory, USA",Private Corporation
37273308900,1532131,jim thomas,"Pacific Northwest National Laboratory, USA",Private Corporation
37282553200,1532134,yarden livnat,"Scientific Computing and Imaging Institute, University of Utah, USA",Academic Institution
37442679500,1532134,james agutter,"College of Architecture Planning, University of Utah, USA",Academic Institution
37553253600,1532134,shaun moon,"College of Architecture Planning, University of Utah, USA",Academic Institution
37354354100,1532134,stefano foresti,"Center for High Performance Computing, University of Utah, USA",Academic Institution
37550836200,1532135,ulrik brandes,"Department of Computer & Information Science, University of Konstanz, Germany",Academic Institution
37561234600,1532135,d. fleischer,"Department of Computer & Information Science, University of Konstanz, Germany",Academic Institution
37552262100,1532135,jargen lerner,"Department of Computer & Information Science, University of Konstanz, Germany",Academic Institution
38229352000,1532139,fabian bendix,VRVis Research Center,Private Corporation
37282563400,1532139,robert kosara,Inte:Ligand,Private Corporation
37274158800,1532139,helwig hauser,"VRVis Research Center, Austria",Private Corporation
37546939800,1532137,camilla forsell,"Department of Information Science, University of Uppsala, Uppsala, Sweden",Academic Institution
37567225900,1532137,stefan seipel,"Department of Mathematics, Natural-and Computer Science, University of Gävle, Gavle, Sweden",Academic Institution
37561614400,1532137,mats lind,"Department of Information Science, University of Uppsala, Uppsala, Sweden",Academic Institution
37418696100,1532136,robert a. amar,"Georgia Institute of Technology,College of Computing, GVU Center",Academic Institution
37550755100,1532136,james eagan,"Georgia Institute of Technology,College of Computing, GVU Center",Academic Institution
37267736900,1532136,john stasko,"Georgia Institute of Technology,College of Computing, GVU Center",Academic Institution
37550762600,1532140,e.b. chlan,"Whiting School of Engineering, Johns Hopkins University, USA",Academic Institution
37282292000,1532140,penny rheingans,"University of Maryland, Baltimore, USA",Academic Institution
37273045500,1532138,jimmy johansson,"NVIS-Norrköping Visualization and Interaction Studio, Linköping University, Sweden",Academic Institution
37284208400,1532138,patric ljung,"NVIS-Norrköping Visualization and Interaction Studio, Linköping University, Sweden",Academic Institution
37283245900,1532138,mikael jern,"NVIS-Norrköping Visualization and Interaction Studio, Linköping University, Sweden",Academic Institution
37268765000,1532138,matthew cooper,"NVIS-Norrköping Visualization and Interaction Studio, Linköping University, Sweden",Academic Institution
37564883300,1532143,chris weaver,"Computer Science Department, University of Wisconsin, Madison, USA",Academic Institution
37550785900,1532141,elena fanea,Canada,Private Corporation
37285000100,1532141,sheelagh carpendale,"Department of Computer Science, University of Calgary, Canada",Academic Institution
37297057400,1532141,tobias isenberg,Canada,Private Corporation
37560536200,1532142,leland wilkinson,"Northwestern University, USA",Academic Institution
37548165700,1532142,anushka anand,"University of Illinois, Chicago, Chicago, USA",Academic Institution
37270222000,1532142,robert grossman,"University of Illinois, Chicago, Chicago, USA",Academic Institution
37550759700,1532145,m. wattenberg,"IBM Research, Israel",Private Corporation
37289526000,1532144,t. saito,"Tokyo University of Agriculture슠and슠Technology, Japan",Academic Institution
37550723900,1532144,h.n. miyamura,"Tokyo University of Agriculture슠and슠Technology, Japan",Academic Institution
37558894100,1532144,m. yamamoto,"Tokyo University of Agriculture슠and슠Technology, Japan",Academic Institution
37554270200,1532144,h. saito,"Tokyo University of Agriculture슠and슠Technology, Japan",Academic Institution
37550743700,1532144,y. hoshiya,"Tokyo University of Agriculture슠and슠Technology, Japan",Academic Institution
37550743200,1532144,t. kaseda,"Tokyo University of Agriculture슠and슠Technology, Japan",Academic Institution
37548307800,1532146,zhen wen,"T.J. Watson Research Center, IBM, Hawthorne, NY, USA",Private Corporation
37399569300,1532146,michelle x. zhou,"T.J. Watson Research Center, IBM, Hawthorne, NY, USA",Private Corporation
37567125300,1532146,vikram aggarwal,"T.J. Watson Research Center, IBM, Hawthorne, NY, USA",Private Corporation
37550761800,1532149,poonam shanbhag,"University of Maryland, Baltimore, USA",Academic Institution
37282292000,1532149,penny rheingans,"University of Maryland, Baltimore, USA",Academic Institution
37552291200,1532149,marie desjardins,"University of Maryland, Baltimore, USA",Academic Institution
37274264300,1532148,ming c. hao,"Hewlett Packard Laboratories, Palo Alto, CA, USA",Private Corporation
37275646700,1532148,umeshwar dayal,"Hewlett Packard Laboratories, Palo Alto, CA, USA",Private Corporation
37283138700,1532148,daniel a. keim,"University of Konstanz, Germany",Academic Institution
37282557600,1532148,tobias schreck,"University of Konstanz, Germany",Academic Institution
37550734100,1532147,kenneth r. allendoerfer,"College of Information Science and Technology, Drexel University, USA",Academic Institution
37550734900,1532147,serge aluker,"College of Information Science and Technology, Drexel University, USA",Academic Institution
37550735400,1532147,g. panjwani,"College of Information Science and Technology, Drexel University, USA",Academic Institution
37560563600,1532147,jason m. proctor,"College of Information Science and Technology, Drexel University, USA",Academic Institution
37550735800,1532147,d. sturtz,"College of Information Science and Technology, Drexel University, USA",Academic Institution
37555142200,1532147,m. vukovic,"College of Information Science and Technology, Drexel University, USA",Academic Institution
37280749300,1532147,chaomei chen,"College of Information Science and Technology, Drexel University, USA",Academic Institution
37086716530,1532150,doantam phan,Stanford University,Academic Institution
37836526900,1532150,ling xiao,Stanford University,Academic Institution
37086713679,1532150,r. yeh,Stanford University,Academic Institution
37349803800,1532150,pat hanrahan,Stanford University,Academic Institution
38262580000,1532152,patrick riehmann,"Faculty of Media, Bauhaus University Weimar, Germany",Academic Institution
37550731200,1532152,manfred hanfler,"Faculty of Media, Bauhaus University Weimar, Germany",Academic Institution
37282977500,1532152,â€ªbernd froehlich,"Faculty of Media, Bauhaus University Weimar, Germany",Academic Institution
37419557200,1532151,purvi saraiya,"Department of Computer Science, Virginia Polytechnic Institute and State University, Blacksburg, VA, USA",Academic Institution
37555373200,1532151,patrick p. c. lee,"Department of Computer Science, Virginia Polytechnic Institute and State University, Blacksburg, VA, USA",Academic Institution
37419565900,1532151,chris north,"Department of Computer Science, Virginia Polytechnic Institute and State University, Blacksburg, VA, USA",Academic Institution
37283016400,1532153,ben shneiderman,"Department of Computer Science & Human-Computer Interaction Laboratory, Institute for Advanced Computer Studies, College Park, MD, USA",Academic Institution
37859742700,1532153,r. rao,"Inxight Software, Inc., Sunnyvale, CA, USA",Private Corporation
37340122200,1532153,keith andrews,"Graz University of Technology, IICM, Graz, Austria",Academic Institution
37352198300,1532153,christopher ahlberg,"Spotfire, Inc., Somerville, MA, USA",Private Corporation
37611663700,1532153,dominique brodbeck,"Macrofocus GmbH, Zurich, Switzerland",Private Corporation
37086779578,1532153,tony jewitt,"The Hive Group, San Mateo, CA, USA",Private Corporation
37372036700,1532153,jock mackinlay,"User Interface Tableau Software, Seattle, WA, USA",Private Corporation
37274785100,1532770,xiaoqiang zheng,"Computer Science Department, University of California, Santa Cruz, CA, USA",Academic Institution
37267352000,1532770,alex pang,"Computer Science Department, University of California, Santa Cruz, CA, USA",Academic Institution
37554778300,1532771,andrew wilson,"Sandia National Laboratories, Albuquerque, NM, USA",Private Corporation
37282577100,1532771,rebecca m.brannon,"Sandia National Laboratories, Albuquerque, NM, USA",Private Corporation
37550865700,1532772,ovidio mallo,"ETH Zürich, Switzerland",Private Corporation
37282541100,1532772,ronald peikert,"ETH Zürich, Switzerland",Private Corporation
37565783800,1532772,christian sigg,"ETH Zürich, Switzerland",Private Corporation
37282541900,1532772,filip sadlo,"ETH Zürich, Switzerland",Private Corporation
37403333700,1532773,mario hlawitschka,"Institute for Computer Sciences, University of Leipzig, Leipzig, Germany",Academic Institution
37282574800,1532773,gerik scheuermann,"Institute for Computer Sciences, University of Leipzig, Leipzig, Germany",Academic Institution
37426637700,1532774,alisa neeman,"Computer Science Department, University of California, Santa Cruz, USA",Academic Institution
37282726600,1532774,b. jeremic,"Department of Civil and Environmental Engineering, Davis, USA",Private Corporation
37267352000,1532774,alex pang,"Computer Science Department, University of California, Santa Cruz, USA",Academic Institution
37282730100,1532776,william j. schroeder,Kitware,Private Corporation
37550806200,1532776,francois bertel,Kitware,Private Corporation
37282730300,1532776,mathieu malaterre,Kitware,Private Corporation
37265831900,1532776,david thompson,Sandia,Private Corporation
37297733900,1532776,p.p. pebay,"Sandia, UK",Private Corporation
37550808200,1532776,saurabh tendulkar,"Simmetrix, South Korea",Private Corporation
37550878500,1532779,bart moberts,"Department of Mathematics and Computer Science, Technische Universiteit Eindhoven, Eindhoven, Netherlands",Academic Institution
37282551500,1532779,anna vilanova,"Department of Biomedical Engineering, Technische Universiteit Eindhoven, Eindhoven, Netherlands",Academic Institution
37267249200,1532779,jarke j. van wijk,"Department of Mathematics and Computer Science, Technische Universiteit Eindhoven, Eindhoven, Netherlands",Academic Institution
37550815500,1532777,frank enders,"Neurocenter, Department of Neurosurgery, Computer Graphics Group, University of Erlangen Nuremberg, Germany",Academic Institution
37550815800,1532777,natascha sauber,"Computer Graphics Group, University of Erlangen Nuremberg, Germany",Academic Institution
37397398200,1532777,dorit merhof,"Neurocenter, Department of Neurosurgery, Computer Graphics Group, University of Erlangen Nuremberg, Germany",Academic Institution
37373297800,1532777,peter hastreiter,"Neurocenter, Department of Neurosurgery, Computer Graphics Group, University of Erlangen Nuremberg, Germany",Academic Institution
37550816800,1532777,christopher nimsky,"Christopher Nimsky, University of Erlangen Nuremberg, Germany",Academic Institution
37373910900,1532777,marc stamminger,"Computer Graphics Group, University of Erlangen Nuremberg, Germany",Academic Institution
37550793100,1532778,jorik blaas,"Data Visualization Group, Delft University of Technnology, Netherlands",Academic Institution
37373834100,1532778,charl p. botha,"Data Visualization Group, Delft University of Technnology, Netherlands",Academic Institution
37562170500,1532778,bart peters,"Psychiatric Centre, Academic Medical Center, Amsterdam, Netherlands",Private Corporation
37271678400,1532778,frans m. vos,"Quantitative Imaging Group, Delft University of Technnology, Netherlands",Academic Institution
37295045800,1532778,frits h post,"Data Visualization Group, Delft University of Technnology, Netherlands",Academic Institution
37267249200,1532781,jarke j. van wijk,"Department Mathematics and Computer Science, Technische Universiteit Eindhoven, Netherlands",Academic Institution
37550873700,1532780,kondratieva,"Computer Graphics and Visualization Group, Technische Universität München, Germany",Academic Institution
37548560500,1532780,jens kruger,"Computer Graphics and Visualization Group, Technische Universität München, Germany",Academic Institution
37444424000,1532780,rüdiger westermann,"Computer Graphics and Visualization Group, Technische Universität München",Academic Institution
37284216700,1532782,donald h house,"Texas A and M University, USA",Academic Institution
37565577300,1532782,alethea bair,"Texas A and M University, USA",Academic Institution
37265850800,1532782,colin ware,"University of New Hampshire, USA",Academic Institution
37558107200,1532784,j.l. williams,"Department of Computer Science, University of Idaho, USA",Academic Institution
37398872700,1532784,r.e. hiromoto,"Department of Computer Science, University of Idaho, USA",Academic Institution
37284272700,1532786,praveen bhaniramka,"Silicon Graphics, Inc.",Private Corporation
37561217000,1532786,p.c.d. robert,"University of Bern, Switzerland",Academic Institution
37550837300,1532786,stefan eilemann,"University of Zurich, Switzerland",Academic Institution
37442790400,1532785,xavier cavin,Inria Lorraine,Private Corporation
37550851600,1532785,christophe mion,"Inria Lorraine, France",Private Corporation
37550881400,1532785,alain filbois,Inria Lorraine,Private Corporation
37300353800,1532783,n. d. cornea,"Rutgers University, NJ, USA",Academic Institution
37274132700,1532783,deborah silver,"Rutgers University, NJ, USA",Academic Institution
37283058900,1532783,p. min,"John Cabot University, Rome, Italy",Academic Institution
37552214500,1532787,jeremie allard,"CNRS/INPG/INRIA/UJF, ID-IMAG, Grenoble, France",Private Corporation
37298514300,1532787,bruno raffin,"CNRS/INPG/INRIA/UJF, ID-IMAG, Grenoble, France",Private Corporation
37550938300,1532789,bekins,"Department of Computer Science at Purdue University, Purdue University System, West Lafayette, IN, US",Academic Institution
37270561900,1532789,daniel g. aliaga,"Department of Computer Science at Purdue University, Purdue University System, West Lafayette, IN, US",Academic Institution
37282067000,1532790,martin bertram,"Technical University of Kaiserslautern, Germany",Academic Institution
37282727900,1532790,eduard deines,"Technical University of Kaiserslautern, Germany",Academic Institution
37543023400,1532790,jan mohring,ITWM Kaiserslautern,Private Corporation
37550794800,1532790,jevgenij jegorov,ITWM Kaiserslautern,Private Corporation
37282578800,1532790,hans hagen,"Technical University of Kaiserslautern, Germany",Academic Institution
37553725000,1532791,matthew hall,"National Center for Supercomputing Applications, University of Illinois, Champaign, USA",Academic Institution
37562414000,1532791,alex betts,"National Center for Supercomputing Applications, University of Illinois, Champaign, USA",Academic Institution
37556794500,1532791,d. cox,"National Center for Supercomputing Applications, University of Illinois, Champaign, USA",Academic Institution
37550805000,1532791,david pointer,"National Center for Supercomputing Applications, University of Illinois, Champaign, USA",Academic Institution
37297042900,1532791,volodymyr kindratenko,"National Center for Supercomputing Applications, University of Illinois, Champaign, USA",Academic Institution
37565304300,1532788,louis bavoil,"Scientific Computing and Imaging Institute, University of Utah, USA",Academic Institution
37426872800,1532788,steven p. callahan,"Scientific Computing and Imaging Institute, University of Utah, USA",Academic Institution
37282576500,1532788,patricia j. crossno,"Sandia National Laboratories, USA",Private Corporation
37283149600,1532788,juliana freire,"School of Computing, University of Utah, USA",Academic Institution
37550809300,1532788,carlos e. scheidegger,"Scientific Computing and Imaging Institute, University of Utah, USA",Academic Institution
37275249200,1532788,claudio t. silva,"Scientific Computing and Imaging Institute, University of Utah, USA",Academic Institution
37549893300,1532788,huy t. vo,"Scientific Computing and Imaging Institute, University of Utah, USA",Academic Institution
37283413300,1532792,kurt stockinger,"Computational Research Division, Lawrence Berkeley National Laboratory, University of California, USA",Academic Institution
37281789600,1532792,john shalf,"Computational Research Division, Lawrence Berkeley National Laboratory, University of California, USA",Academic Institution
37278663800,1532792,k. wu,"Computational Research Division, Lawrence Berkeley National Laboratory, University of California, USA",Academic Institution
38550755500,1532792,e. wes bethel,"Computational Research Division, Lawrence Berkeley National Laboratory, University of California, USA",Academic Institution
37279695300,1532794,jinzhu gao,Oak Ridge National Lab,Private Corporation
37281262900,1532794,jian huang,The Univ. of Tennessee,Academic Institution
37276931400,1532794,chris r. johnson,The Univ. of Tennessee,Academic Institution
37326523400,1532794,scott atchley,The Univ. of Tennessee,Academic Institution
37550810200,1532793,ralf kaehler,"MPI for Gravitational Physics, Zuse Institute Berlin, Germany",Academic Institution
37282634700,1532793,steffen prohaska,"Zuse Institute Berlin, Germany",Academic Institution
37284778600,1532793,andrei hutanu,"Louisiana State University, USA",Academic Institution
37282272000,1532793,h.-c. hege zib,"Zuse Institute Berlin, Germany",Academic Institution
37426872800,1532796,steven p. callahan,"Scientific Computing and Imaging Institute, University of Utah, USA",Academic Institution
37267034700,1532796,j.l.d. comba,"UFRGS, Brazil",Private Corporation
37266808400,1532796,peter shirley,"School of Computing, University of Utah, USA",Academic Institution
37275249200,1532796,claudio t. silva,"School of Computing, University of Utah, USA",Academic Institution
37563807000,1532798,henrik buchholz,"Hasso-Plattner Institute, University of Potsdam, Germany",Academic Institution
37449516200,1532798,j. dollner,"Hasso-Plattner Institute, University of Potsdam, Germany",Academic Institution
37411882800,1532795,hank childs,"Lawrence Livermore National Laboratory, University of California, Davis, USA",Academic Institution
37550795800,1532795,eric brugger,"Lawrence Livemore National Laboratory, USA",Private Corporation
37550791600,1532795,bonnell,"Lawrence Livemore National Laboratory, USA",Private Corporation
37346846400,1532795,jeremy s. meredith,"Lawrence Livemore National Laboratory, USA",Private Corporation
37421706200,1532795,mark c. miller,"Lawrence Livemore National Laboratory, USA",Private Corporation
37393104100,1532795,brad whitlock,"Lawrence Livemore National Laboratory, USA",Private Corporation
37267387800,1532795,nelson max,"University of California, Davis, USA",Academic Institution
37265783400,1532797,paolo cignoni,"ISTI-CNR, Pisa, Italy",Private Corporation
37265786900,1532797,fabio ganovelli,"ISTI-CNR, Pisa, Italy",Private Corporation
37346861300,1532797,enrico gobbetti,"CRS4, Pula, Italy",Private Corporation
37550808100,1532797,fabio marton,"CRS4, Italy",Private Corporation
37265788700,1532797,federico ponchio,ISTI-CNR,Private Corporation
37270887900,1532797,roberto scopigno,ISTI-CNR,Private Corporation
37282193800,1532801,renato pajarola,"Visualization and MultiMedia Lab, Department of Informatics, University of Zürich, Switzerland",Academic Institution
37281897600,1532800,martin isenburg,"North Carolina State University, Chapel Hill, USA",Academic Institution
37269320000,1532800,peter lindstrom,"Lawrence Livermore, National Laboratory, USA",Private Corporation
37267810600,1532799,thomas klein,"Institute for Visualization and Interactive Systems, University of Stuttgart, Germany",Academic Institution
37295481500,1532799,magnus strengert,"Institute for Visualization and Interactive Systems, University of Stuttgart, Germany",Academic Institution
37267809900,1532799,simon stegmaier,"Institute for Visualization and Interactive Systems, University of Stuttgart, Germany",Academic Institution
